CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
827423433,Existing Customer,41,F,Graduate,Divorced,Less than $40K,Blue,7492,0.533,3668,67,0.675
756919683,Existing Customer,48,F,Unknown,Married,Less than $40K,Blue,3632,0.924,4339,86,0.686
779219208,Existing Customer,38,F,High School,Single,Less than $40K,Blue,1744,0.702,4811,86,0.686
712342833,Existing Customer,52,F,Graduate,Married,Unknown,Blue,5905,0.728,4042,80,0.86
721121283,Existing Customer,37,F,Graduate,Single,$40K - $60K,Blue,2573,0.718,4289,81,0.841
790006383,Existing Customer,45,M,Unknown,Married,$80K - $120K,Blue,9654,0.648,4221,67,0.634
756989583,Existing Customer,41,M,Graduate,Unknown,$40K - $60K,Blue,1605,0.637,4418,68,0.659
717477783,Attrited Customer,49,F,Unknown,Single,Less than $40K,Silver,10195,0.427,1563,36,0.44
716614683,Existing Customer,49,M,College,Single,$60K - $80K,Gold,34516,0.731,3847,73,0.698
789942033,Attrited Customer,43,M,Graduate,Single,$60K - $80K,Blue,10573,0.794,2237,43,0.387
740784258,Existing Customer,47,F,College,Single,Less than $40K,Blue,1789,0.683,4191,90,0.525
711336033,Existing Customer,26,F,Unknown,Single,Unknown,Blue,7595,1.035,4080,72,0.8
768141558,Existing Customer,51,M,College,Single,$40K - $60K,Blue,3272,0.725,4220,74,0.897
717179508,Existing Customer,33,F,Graduate,Single,Less than $40K,Blue,2382,0.73,4011,68,0.838
716520033,Existing Customer,52,M,Post-Graduate,Married,$80K - $120K,Blue,1981,0.723,4639,61,0.743
783625008,Existing Customer,51,M,Post-Graduate,Single,$120K +,Blue,22294,0.647,3444,71,0.614
769330908,Existing Customer,49,F,High School,Married,Less than $40K,Blue,2574,0.583,4134,62,0.55
789396783,Existing Customer,30,F,High School,Single,Less than $40K,Blue,2112,0.693,4729,78,0.733
709310433,Existing Customer,65,F,Unknown,Single,Less than $40K,Blue,5441,0.534,4480,76,0.551
713094483,Existing Customer,43,F,Unknown,Married,$40K - $60K,Blue,4391,0.757,4741,78,0.814
770753733,Existing Customer,42,F,College,Single,Less than $40K,Blue,3044,0.852,4854,85,1.024
712659408,Existing Customer,57,M,High School,Married,$40K - $60K,Blue,2721,0.846,4578,81,0.653
768475383,Existing Customer,62,F,Unknown,Single,$40K - $60K,Blue,4467,0.888,4007,74,0.542
779655183,Existing Customer,48,M,College,Single,$80K - $120K,Blue,5033,0.597,4054,82,0.822
711278283,Existing Customer,61,F,High School,Unknown,Less than $40K,Blue,8604,0.464,4705,65,0.806
713345508,Existing Customer,43,F,High School,Single,Less than $40K,Blue,2325,0.8,4471,83,0.804
711379083,Existing Customer,60,F,Doctorate,Single,Less than $40K,Blue,2758,0.718,5124,74,0.644
789144633,Existing Customer,45,M,Graduate,Married,$80K - $120K,Blue,9705,0.481,2001,34,0.889
708393633,Existing Customer,41,F,High School,Married,Less than $40K,Blue,2685,0.812,4625,94,0.516
708657033,Existing Customer,60,F,College,Single,Less than $40K,Blue,2694,0.714,3837,71,0.732
717949008,Attrited Customer,40,F,High School,Single,$40K - $60K,Blue,1554,0.568,2341,43,0.483
788866983,Existing Customer,63,F,Unknown,Single,Less than $40K,Blue,1438.3,0.923,3383,61,1.103
751283658,Existing Customer,42,F,Unknown,Single,$40K - $60K,Blue,1786,0.704,4306,73,1.086
718243533,Existing Customer,48,M,Post-Graduate,Divorced,$60K - $80K,Blue,2648,0.715,3880,74,0.721
779754408,Existing Customer,44,M,Graduate,Single,$40K - $60K,Blue,2477,0.699,4349,69,0.725
794866983,Existing Customer,51,F,Doctorate,Married,Unknown,Blue,7336,0.658,3812,67,0.675
711832533,Existing Customer,42,M,High School,Single,$80K - $120K,Silver,34516,0.688,3748,62,0.938
788552658,Existing Customer,46,F,Uneducated,Married,Less than $40K,Blue,2479,0.81,4562,86,0.72
715415508,Existing Customer,42,F,Graduate,Single,Unknown,Blue,9396,0.714,4301,71,0.651
719962458,Existing Customer,44,F,Graduate,Unknown,Less than $40K,Blue,2561,0.733,4869,70,0.522
712734933,Attrited Customer,43,F,College,Married,Less than $40K,Blue,4020,0.563,1952,39,0.345
717410508,Existing Customer,43,M,Unknown,Married,$60K - $80K,Silver,25856,0.975,3303,70,0.795
711796683,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,7398,0.428,4311,73,0.921
709407933,Existing Customer,51,M,High School,Single,$80K - $120K,Silver,34516,0.912,4544,80,0.569
810493458,Existing Customer,52,F,Uneducated,Single,Unknown,Blue,4058,0.723,4388,72,0.6
720494058,Existing Customer,51,F,College,Married,Less than $40K,Blue,3042,0.578,4781,79,0.756
717050883,Existing Customer,60,F,High School,Single,Less than $40K,Blue,2688,0.552,4183,71,0.614
713163258,Attrited Customer,38,F,Unknown,Married,Unknown,Blue,3388,0.368,1959,52,0.857
715659333,Existing Customer,43,F,High School,Single,$40K - $60K,Blue,4902,0.982,4508,69,0.643
712414908,Existing Customer,45,F,Unknown,Married,Unknown,Blue,3241,0.629,4992,80,0.739
720175008,Existing Customer,48,F,Doctorate,Married,$40K - $60K,Blue,5069,0.826,4055,66,0.692
719876808,Existing Customer,43,M,Unknown,Divorced,$80K - $120K,Blue,13625,0.93,3902,62,0.632
713334483,Attrited Customer,46,M,Post-Graduate,Single,$60K - $80K,Blue,8766,0.702,2263,35,0.522
708360108,Existing Customer,50,M,College,Single,$40K - $60K,Blue,2800,0.818,4869,90,0.8
720676158,Existing Customer,34,F,Uneducated,Single,Unknown,Blue,9005,0.919,5223,89,0.712
716631708,Existing Customer,56,M,High School,Married,$60K - $80K,Blue,2713,0.7,4027,67,0.634
713025558,Attrited Customer,53,F,Doctorate,Single,Less than $40K,Blue,1438.3,0.367,1935,47,0.469
710506683,Existing Customer,47,F,High School,Single,$40K - $60K,Blue,1746,0.763,4543,75,0.974
712428333,Existing Customer,49,M,Uneducated,Single,$80K - $120K,Blue,2930,0.638,4041,75,0.596
718041033,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,2178,1.001,5363,76,0.81
709169133,Existing Customer,35,F,High School,Married,Unknown,Blue,1438.3,0.751,3995,82,0.608
718164858,Existing Customer,42,F,Post-Graduate,Married,Less than $40K,Blue,2021,0.847,4642,97,0.672
809565183,Attrited Customer,52,F,Graduate,Single,Less than $40K,Blue,1842,0.729,2650,43,0.483
778377183,Existing Customer,49,M,Graduate,Single,$120K +,Blue,18284,0.767,4846,92,0.736
712845258,Existing Customer,41,M,Uneducated,Married,$80K - $120K,Gold,34516,0.891,4161,71,0.868
716915133,Existing Customer,42,F,Unknown,Single,Less than $40K,Blue,1696,0.666,4397,70,0.628
771403008,Existing Customer,52,M,Graduate,Unknown,$60K - $80K,Blue,7215,0.829,4409,75,0.974
787441383,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,1793,0.902,3989,62,0.938
711345258,Existing Customer,52,F,High School,Married,$40K - $60K,Blue,5731,0.685,4751,85,0.932
713685033,Attrited Customer,44,F,Graduate,Married,Less than $40K,Blue,2417,0.389,1848,38,0.407
718205283,Existing Customer,48,F,College,Single,$40K - $60K,Blue,1438.3,0.777,5035,76,0.767
708337683,Existing Customer,51,M,Uneducated,Single,$60K - $80K,Blue,21800,0.445,3820,62,0.676
720941433,Attrited Customer,53,F,High School,Married,Less than $40K,Blue,1547,0.845,2312,43,0.303
710201058,Existing Customer,46,F,Graduate,Married,Less than $40K,Blue,1485,0.622,4198,65,0.912
785218458,Existing Customer,44,M,Graduate,Married,$40K - $60K,Blue,2505,0.712,4333,77,0.833
770740308,Existing Customer,49,F,Graduate,Unknown,$40K - $60K,Blue,2631,0.668,4691,92,0.704
787493808,Attrited Customer,48,F,Graduate,Unknown,Less than $40K,Blue,2700,0.686,2396,49,0.531
708846183,Existing Customer,48,M,College,Single,$60K - $80K,Blue,3307,0.818,4006,68,0.838
810586833,Existing Customer,38,F,Graduate,Divorced,Unknown,Blue,29638,0.481,3429,78,0.696
711151383,Attrited Customer,34,F,Post-Graduate,Single,Less than $40K,Blue,2066,0.511,2157,37,0.321
712425258,Existing Customer,46,F,Unknown,Single,Less than $40K,Blue,1859,0.836,4260,72,0.714
772063308,Existing Customer,45,M,Graduate,Single,$60K - $80K,Blue,13362,0.682,4155,79,0.795
718574808,Existing Customer,33,F,Graduate,Single,Less than $40K,Blue,2431,0.612,4327,74,0.644
717131283,Existing Customer,43,F,High School,Divorced,$40K - $60K,Blue,6034,0.753,4712,67,0.914
798996183,Existing Customer,61,F,Unknown,Married,Less than $40K,Blue,2194,0.725,4069,80,0.778
716831508,Existing Customer,47,F,High School,Single,$40K - $60K,Blue,1963,0.879,3492,59,1.034
715297908,Attrited Customer,41,F,College,Unknown,Unknown,Blue,1438.3,0.611,2534,52,0.486
813234108,Existing Customer,45,F,Uneducated,Married,Less than $40K,Blue,2922,0.662,3895,70,0.591
711027183,Existing Customer,50,M,College,Single,$40K - $60K,Blue,6943,0.653,4946,80,0.739
718812708,Attrited Customer,57,M,Graduate,Single,$120K +,Blue,34516,0.482,1882,48,0.714
709505808,Attrited Customer,45,F,College,Single,Unknown,Blue,4345,0.465,1918,31,0.292
711267633,Attrited Customer,50,F,Graduate,Divorced,Less than $40K,Blue,4248,0.661,2271,36,0.333
719613783,Existing Customer,51,F,Doctorate,Married,Less than $40K,Blue,1438.3,0.872,4211,64,0.778
719035758,Existing Customer,53,F,Uneducated,Divorced,Less than $40K,Blue,2383,0.857,4917,78,0.95
708473133,Existing Customer,55,F,Graduate,Married,Less than $40K,Blue,1677,0.824,4588,68,0.7
712996833,Existing Customer,40,F,High School,Married,Unknown,Blue,2392,0.695,4309,86,0.72
720963258,Attrited Customer,52,F,College,Married,Less than $40K,Blue,3474,0.735,2675,37,0.48
819606258,Existing Customer,48,M,Unknown,Married,$60K - $80K,Blue,8737,0.618,3876,55,0.774
714634983,Attrited Customer,44,F,Unknown,Single,Unknown,Blue,3517,0.634,2403,48,0.548
806428908,Existing Customer,60,F,Graduate,Single,Unknown,Blue,13397,0.814,5049,75,0.63
710903358,Existing Customer,65,F,Unknown,Single,Less than $40K,Blue,6352,0.5,3709,77,0.604
712676208,Existing Customer,46,F,High School,Single,Less than $40K,Blue,1787,0.684,4084,79,1.026
709005633,Attrited Customer,62,M,High School,Single,$60K - $80K,Blue,18734,0.674,2112,52,0.857
712102983,Existing Customer,47,F,College,Married,Less than $40K,Blue,1438.3,0.634,3832,87,0.673
754480233,Existing Customer,50,M,Post-Graduate,Divorced,$40K - $60K,Blue,3525,0.798,4742,62,0.824
719042208,Existing Customer,43,M,Doctorate,Unknown,$60K - $80K,Blue,2067,0.891,4565,65,0.806
716251608,Existing Customer,45,F,Unknown,Married,Less than $40K,Blue,2051,0.989,4355,87,0.977
715537383,Existing Customer,46,M,College,Single,$120K +,Blue,27378,0.432,3934,78,0.592
709460883,Attrited Customer,38,F,Doctorate,Married,Less than $40K,Blue,1614,0.609,2437,46,0.438
789325008,Existing Customer,49,M,College,Single,Less than $40K,Blue,7862,0.654,3645,82,0.608
719195733,Existing Customer,47,M,College,Married,$60K - $80K,Blue,4284,0.971,4948,85,0.848
787665258,Attrited Customer,47,F,Unknown,Married,Less than $40K,Blue,1438.3,0.749,2393,36,0.636
710226708,Existing Customer,55,F,Uneducated,Divorced,Less than $40K,Blue,1438.3,0.77,4573,93,0.691
711982383,Existing Customer,62,M,Graduate,Single,$60K - $80K,Blue,21805,0.519,4694,79,0.411
716345283,Existing Customer,55,M,Uneducated,Single,$60K - $80K,Blue,4712,0.596,4277,66,0.571
816850458,Attrited Customer,33,M,Unknown,Married,$60K - $80K,Blue,1698,0.823,2448,40,0.379
710842308,Existing Customer,41,F,Uneducated,Single,$40K - $60K,Blue,2264,0.662,4150,83,0.844
713132133,Existing Customer,54,F,Unknown,Married,Less than $40K,Blue,2720,0.843,5103,81,0.761
788874333,Existing Customer,55,M,Post-Graduate,Unknown,$120K +,Blue,15631,0.668,4313,67,0.914
717987258,Existing Customer,43,F,Unknown,Single,$40K - $60K,Blue,2594,0.624,4503,67,0.811
793712658,Attrited Customer,52,M,Graduate,Married,$80K - $120K,Blue,15011,0.713,1821,36,0.385
708324483,Existing Customer,47,F,Unknown,Single,Less than $40K,Blue,1548,0.664,4420,71,0.775
768612258,Existing Customer,52,F,Unknown,Single,Less than $40K,Blue,2700,0.848,4171,78,0.814
719659758,Existing Customer,45,F,High School,Married,$40K - $60K,Blue,2919,1.041,4194,72,0.756
711313158,Existing Customer,50,F,Unknown,Single,Unknown,Blue,10721,0.861,4962,74,0.51
716483358,Existing Customer,44,M,Graduate,Single,$40K - $60K,Blue,6125,0.646,5481,68,0.7
719829633,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,3200,0.909,5026,79,0.837
812465958,Existing Customer,53,F,Post-Graduate,Divorced,Unknown,Blue,12286,0.726,4960,83,0.729
786536808,Existing Customer,51,M,College,Married,$80K - $120K,Blue,21543,0.53,3928,82,0.64
807369708,Existing Customer,52,M,College,Married,$120K +,Blue,6355,0.711,4009,74,0.947
711397533,Existing Customer,52,F,High School,Married,Less than $40K,Blue,5616,0.962,3410,62,0.59
711740508,Existing Customer,50,F,Unknown,Married,$40K - $60K,Blue,2661,0.735,4615,82,0.708
715233108,Existing Customer,38,M,College,Married,$60K - $80K,Blue,2836,0.772,4121,83,0.694
813807258,Existing Customer,50,F,High School,Married,$40K - $60K,Blue,1438.3,0.707,4670,82,0.864
769183908,Existing Customer,51,F,Doctorate,Single,Unknown,Blue,2109,0.593,4321,58,0.812
718451133,Existing Customer,48,M,Graduate,Single,$60K - $80K,Blue,14951,0.784,3899,68,1.061
721115733,Existing Customer,47,M,Unknown,Married,$60K - $80K,Blue,1591,0.786,3698,79,1.026
720085233,Attrited Customer,51,F,Doctorate,Divorced,Unknown,Blue,8930,0.661,2167,38,0.357
717036408,Existing Customer,36,F,Uneducated,Single,Unknown,Blue,4685,0.945,4560,81,0.588
714427608,Existing Customer,45,F,Post-Graduate,Married,Unknown,Blue,2555,0.576,4888,78,0.814
780019908,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,2172,0.673,4657,82,0.907
827898033,Attrited Customer,54,F,Uneducated,Married,Unknown,Blue,2912,0.621,2465,54,1.077
720302883,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,3390,0.877,4585,78,0.95
715893633,Existing Customer,47,F,Doctorate,Single,Less than $40K,Blue,2193,0.974,4755,81,0.761
720730683,Existing Customer,51,F,Graduate,Married,Unknown,Blue,17412,0.837,4997,84,0.615
720638283,Existing Customer,40,F,College,Single,Less than $40K,Blue,2801,0.644,4568,83,0.93
789053883,Existing Customer,43,M,Post-Graduate,Single,$60K - $80K,Blue,11186,0.708,3692,84,0.647
719286708,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,2434,0.668,4498,76,0.81
713952558,Attrited Customer,53,F,Doctorate,Single,Unknown,Blue,1790,0.595,2128,40,0.429
793395933,Existing Customer,59,F,High School,Single,Less than $40K,Blue,2716,0.65,4208,69,0.568
813895458,Existing Customer,49,F,Unknown,Single,Unknown,Blue,2874,0.676,4617,89,0.78
771733608,Attrited Customer,47,F,Graduate,Married,$40K - $60K,Blue,1438.3,0.809,2276,40,0.538
710102208,Existing Customer,56,M,Graduate,Single,$60K - $80K,Blue,18776,0.81,4464,75,0.596
719511783,Existing Customer,48,F,Unknown,Married,Unknown,Blue,1438.3,0.917,4916,78,0.696
712849158,Attrited Customer,55,M,High School,Divorced,$80K - $120K,Blue,19793,0.594,2186,44,0.467
783070833,Existing Customer,34,F,Graduate,Single,$40K - $60K,Blue,2472,0.77,4408,86,0.792
713419908,Existing Customer,58,F,High School,Married,Unknown,Blue,12362,0.635,4537,72,0.636
789345408,Existing Customer,39,F,College,Married,$40K - $60K,Blue,1438.3,0.894,4983,53,1.12
720992883,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,3189,0.77,4805,76,0.949
803652633,Existing Customer,47,F,Uneducated,Single,Less than $40K,Blue,2092,0.838,5124,70,0.522
789248958,Existing Customer,37,F,High School,Married,$40K - $60K,Blue,2946,0.841,5259,89,0.78
716178483,Existing Customer,41,F,Uneducated,Unknown,$40K - $60K,Blue,2430,0.569,4334,71,0.578
715440558,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,4143,0.561,3940,74,0.805
711535158,Attrited Customer,46,F,College,Unknown,Unknown,Blue,2197,0.636,1955,42,0.448
713647083,Existing Customer,53,F,Uneducated,Single,Unknown,Blue,9314,0.562,3696,80,0.778
718311933,Attrited Customer,53,F,Doctorate,Married,Less than $40K,Blue,3719,0.666,2587,43,0.536
718404783,Attrited Customer,59,F,Unknown,Married,Unknown,Blue,6996,0.871,2384,33,0.375
817332483,Attrited Customer,63,M,Doctorate,Single,Unknown,Blue,7306,0.875,2445,43,0.593
710015733,Attrited Customer,41,F,Doctorate,Divorced,Less than $40K,Blue,2029,1.001,3142,37,0.85
794965233,Attrited Customer,51,F,Graduate,Married,Less than $40K,Silver,13199,0.411,1927,44,0.63
710512833,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,3304,0.615,5178,79,0.756
710803008,Existing Customer,40,F,Doctorate,Married,Less than $40K,Blue,3125,0.675,4372,68,0.659
712987608,Existing Customer,51,F,Doctorate,Single,Less than $40K,Blue,1438.3,0.866,4263,84,0.909
716974383,Existing Customer,41,M,Graduate,Single,$80K - $120K,Blue,2491,0.629,1911,35,0.75
720930633,Attrited Customer,58,F,High School,Single,Less than $40K,Blue,1977,0.868,2341,37,0.37
710136258,Attrited Customer,33,F,Graduate,Single,Less than $40K,Blue,1806,0.983,2833,43,0.654
779438208,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,1938,0.85,4606,75,0.875
721017333,Existing Customer,42,F,Post-Graduate,Married,Less than $40K,Blue,3188,0.825,4606,83,0.804
720952608,Existing Customer,44,F,High School,Single,Less than $40K,Blue,2288,0.788,4396,68,0.659
712886733,Existing Customer,44,F,Graduate,Unknown,Less than $40K,Blue,1780,0.966,4268,87,0.673
810545733,Existing Customer,47,F,College,Married,Unknown,Blue,2373,0.631,4228,63,0.658
822132858,Attrited Customer,41,M,Uneducated,Married,$80K - $120K,Blue,23250,0.564,2205,43,0.654
713526258,Attrited Customer,47,M,Uneducated,Single,$120K +,Blue,34516,0.517,2020,33,0.375
712877733,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,12882,0.783,4407,84,0.647
713339283,Existing Customer,54,M,Unknown,Married,$60K - $80K,Blue,6348,1.042,4135,71,0.972
720473433,Existing Customer,59,F,Graduate,Unknown,Less than $40K,Blue,2621,0.755,4955,78,0.733
780584658,Attrited Customer,33,F,Uneducated,Unknown,$40K - $60K,Blue,1843,0.349,2077,61,0.694
711824358,Existing Customer,44,F,College,Single,Less than $40K,Blue,3228,0.747,4524,70,0.667
789990333,Existing Customer,43,F,Graduate,Single,$40K - $60K,Blue,2303,0.807,4469,80,0.778
721332033,Existing Customer,42,M,Unknown,Single,$80K - $120K,Blue,29195,0.565,4411,67,0.763
709612983,Attrited Customer,41,F,Graduate,Married,$40K - $60K,Blue,2990,0.488,2265,41,0.414
771058908,Existing Customer,55,F,High School,Single,$40K - $60K,Blue,2873,1,4563,72,0.756
715471833,Existing Customer,50,M,Post-Graduate,Married,$80K - $120K,Blue,28253,0.479,4525,67,0.763
711781233,Existing Customer,53,F,Graduate,Married,Unknown,Blue,1882,0.8,5221,87,0.891
713947908,Existing Customer,33,M,High School,Married,$80K - $120K,Blue,1630,0.605,4426,91,0.784
709741608,Existing Customer,51,M,Unknown,Single,$80K - $120K,Blue,4546,0.651,3739,53,0.963
709333608,Existing Customer,58,F,High School,Single,Unknown,Blue,2395,0.811,4983,84,0.867
709688883,Attrited Customer,45,M,High School,Unknown,$80K - $120K,Blue,3845,0.595,2174,39,0.393
716269308,Existing Customer,56,F,Graduate,Single,Less than $40K,Blue,2836,0.661,4192,90,0.731
708692583,Attrited Customer,44,F,High School,Single,Less than $40K,Blue,1506,0.671,2312,44,0.467
709892658,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,1605,0.95,4495,67,0.718
713815383,Attrited Customer,53,M,High School,Single,$80K - $120K,Blue,11778,0.603,2147,44,0.375
710183283,Existing Customer,55,F,High School,Married,Less than $40K,Blue,2747,0.834,5032,84,0.68
711937158,Existing Customer,49,M,College,Married,$60K - $80K,Blue,2501,0.832,4837,87,0.74
771486933,Existing Customer,64,M,Graduate,Single,Less than $40K,Blue,2563,1.114,3942,84,0.826
717450633,Attrited Customer,47,M,Uneducated,Single,$60K - $80K,Blue,1659,0.408,1920,39,0.345
718421808,Existing Customer,56,F,Uneducated,Married,Unknown,Blue,3068,0.853,4611,73,0.698
716403633,Existing Customer,60,F,College,Divorced,Less than $40K,Blue,3426,0.622,4467,69,1.029
717646983,Attrited Customer,59,F,Graduate,Single,Less than $40K,Blue,3214,0.877,2720,53,0.71
778837083,Attrited Customer,50,M,Graduate,Married,$80K - $120K,Blue,12906,0.76,2078,62,0.55
768632958,Attrited Customer,59,F,Graduate,Single,Unknown,Blue,8708,0.904,2508,49,0.885
715622508,Attrited Customer,52,M,Unknown,Married,$80K - $120K,Blue,7904,0.712,2094,32,0.231
708402333,Existing Customer,48,F,Doctorate,Divorced,Unknown,Blue,4549,0.777,4782,88,0.66
708946008,Attrited Customer,46,F,College,Married,Less than $40K,Blue,1438.3,0.783,2445,39,0.444
715625658,Existing Customer,49,F,High School,Married,Less than $40K,Blue,4476,0.933,4603,87,0.706
789599283,Existing Customer,44,F,College,Divorced,Unknown,Blue,2002,0.734,3406,62,0.632
708960858,Existing Customer,40,M,High School,Married,$80K - $120K,Blue,11502,0.889,4786,85,1.125
814840833,Attrited Customer,44,M,Doctorate,Married,$120K +,Blue,7924,0.663,2393,37,0.682
772082208,Existing Customer,39,M,Graduate,Single,$120K +,Blue,16199,0.771,4254,82,0.673
711597183,Existing Customer,43,M,Uneducated,Divorced,$80K - $120K,Blue,1452,0.97,4571,72,0.846
712110333,Attrited Customer,37,F,High School,Single,Unknown,Blue,2179,0.725,2568,48,0.297
718673358,Attrited Customer,35,M,Doctorate,Married,$80K - $120K,Blue,13590,0.728,2137,52,0.486
712479633,Attrited Customer,31,F,Unknown,Single,Less than $40K,Blue,1695,0.561,2428,43,0.593
716108283,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,4430,0.836,4833,82,0.673
779360808,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,2919,0.654,4937,75,0.667
716352033,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,2796,0.664,4869,78,0.857
716643033,Attrited Customer,41,F,Graduate,Married,Less than $40K,Blue,2580,1.056,2981,40,0.481
711567333,Existing Customer,43,M,High School,Single,$60K - $80K,Blue,2834,0.62,4581,70,0.591
788756133,Existing Customer,44,F,Unknown,Divorced,Less than $40K,Blue,2617,1.393,4400,60,0.818
755437533,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,1522,0.735,5005,77,0.674
713573508,Attrited Customer,41,M,Graduate,Unknown,$40K - $60K,Silver,16509,0.356,1740,43,0.387
709430508,Attrited Customer,40,M,High School,Unknown,$40K - $60K,Blue,7316,0.563,1849,50,0.471
710645583,Existing Customer,44,F,Uneducated,Single,Unknown,Blue,7627,0.771,4349,75,0.705
714253983,Existing Customer,44,M,Unknown,Married,$40K - $60K,Blue,9465,0.657,3675,59,1.107
771566208,Existing Customer,48,M,College,Married,Less than $40K,Blue,8795,0.563,4681,74,0.682
713314533,Attrited Customer,40,M,Unknown,Single,$60K - $80K,Blue,12283,0.413,1993,41,0.323
720725883,Existing Customer,34,F,College,Single,Less than $40K,Blue,2715,0.704,4177,68,0.659
708539583,Existing Customer,44,F,Unknown,Married,Unknown,Blue,19897,0.672,3979,63,0.5
716747283,Existing Customer,44,F,Uneducated,Single,Less than $40K,Blue,2097,0.819,5059,79,0.681
787519683,Existing Customer,41,F,Graduate,Single,Less than $40K,Blue,3028,0.804,4727,78,0.66
721044333,Existing Customer,34,F,College,Single,Less than $40K,Blue,1695,0.797,4905,91,0.75
713679633,Attrited Customer,41,F,Graduate,Married,Less than $40K,Blue,1438.3,0.305,1813,51,0.759
711126483,Existing Customer,37,F,Graduate,Single,Less than $40K,Blue,1438.3,0.897,5136,76,0.9
814191333,Attrited Customer,55,M,Unknown,Divorced,$120K +,Blue,24250,0.647,2153,41,0.577
715040208,Existing Customer,49,F,Graduate,Single,Unknown,Blue,5076,0.693,4115,72,0.6
710769258,Existing Customer,40,F,Graduate,Single,Unknown,Blue,4438,0.807,3895,75,0.829
715227633,Existing Customer,36,F,College,Single,Less than $40K,Blue,1964,0.776,4240,60,0.622
708635058,Existing Customer,53,F,High School,Single,Less than $40K,Blue,1904,0.695,4798,85,0.809
709051533,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,2933,0.648,4956,92,0.673
718940208,Existing Customer,55,F,Graduate,Single,Unknown,Blue,18202,0.76,3551,68,0.7
712361583,Existing Customer,47,M,Graduate,Married,$80K - $120K,Silver,34516,0.407,3756,67,0.558
708390633,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,2421,0.674,4219,69,0.605
720281508,Existing Customer,44,F,Doctorate,Divorced,Less than $40K,Blue,2406,0.606,4625,91,0.685
720885558,Existing Customer,51,F,High School,Single,$40K - $60K,Blue,2621,0.727,4885,74,1.114
709781208,Existing Customer,34,F,Unknown,Married,Less than $40K,Blue,2291,0.892,5409,82,0.822
710086308,Existing Customer,46,F,High School,Unknown,$40K - $60K,Blue,3645,0.559,4680,87,0.933
713282733,Existing Customer,37,F,Graduate,Single,$40K - $60K,Blue,3375,0.514,4341,64,0.684
815812683,Existing Customer,47,M,Unknown,Single,$120K +,Blue,8856,0.811,5072,77,0.711
708204033,Existing Customer,36,F,Unknown,Single,Less than $40K,Blue,2980,0.522,4132,70,0.667
720040158,Existing Customer,47,M,Uneducated,Single,$60K - $80K,Blue,17656,0.727,4633,71,0.868
755996583,Attrited Customer,57,F,Uneducated,Single,Less than $40K,Blue,2475,0.823,2574,43,0.654
711359058,Existing Customer,46,F,High School,Single,Less than $40K,Blue,3942,0.61,4622,71,0.614
714064908,Existing Customer,57,F,Graduate,Single,Less than $40K,Blue,1771,0.911,4813,84,0.867
717074283,Attrited Customer,45,F,Graduate,Divorced,Unknown,Blue,17678,0.788,2566,49,0.815
765847383,Existing Customer,50,M,Graduate,Married,$120K +,Blue,20958,0.769,4425,78,0.696
789531633,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,4117,0.592,5218,88,0.6
820593033,Existing Customer,43,F,Graduate,Single,$40K - $60K,Silver,18524,0.762,4496,64,0.882
710078358,Existing Customer,36,M,Post-Graduate,Married,Less than $40K,Blue,2222,0.988,4095,88,0.63
715025208,Existing Customer,56,F,College,Married,Less than $40K,Blue,3119,1.01,4168,63,0.853
709596783,Existing Customer,46,M,College,Married,$40K - $60K,Blue,1611,0.731,4444,78,0.857
715960308,Attrited Customer,53,F,Graduate,Divorced,Less than $40K,Blue,4090,0.562,2016,49,0.69
716653758,Existing Customer,55,M,Unknown,Single,$60K - $80K,Blue,1467,0.739,4226,74,0.85
787268733,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,2442,0.631,4535,85,0.809
789923058,Attrited Customer,53,F,High School,Married,$40K - $60K,Blue,1816,0.884,2474,44,0.692
771079833,Existing Customer,40,F,High School,Single,Less than $40K,Blue,1438.3,0.845,4332,78,0.696
710507733,Existing Customer,42,M,Graduate,Single,$60K - $80K,Blue,14958,0.686,4038,68,0.511
